Zeit,2485890083,2485889417,2485890828,2138497445,2485891313
10:40:12,,no connection,,,
10:40:14,,,no connection,,
10:40:14,,,no connection,,
10:40:16,,,,no connection,
10:40:17,,,,no connection,
10:40:19,,,,,no connection
10:40:24,,,,,no connection
10:40:26,no connection,,,,
10:40:27,no connection,,,,
10:40:29,,no connection,,,
10:40:30,,no connection,,,
10:40:32,,,no connection,,
10:40:32,,,no connection,,
10:40:34,,,,no connection,
10:40:35,,,,no connection,
10:40:37,,,,,no connection
10:40:42,,,,,no connection
10:40:44,no connection,,,,
10:40:45,no connection,,,,
10:40:47,,no connection,,,
10:40:47,,no connection,,,
10:40:49,,,no connection,,
10:40:50,,,no connection,,
10:40:52,,,,no connection,
10:40:52,,,,no connection,
10:40:54,,,,,no connection
10:41:00,,,,,no connection
10:41:02,no connection,,,,
10:41:03,no connection,,,,
10:41:05,,no connection,,,
10:41:05,,no connection,,,
10:41:07,,,no connection,,
10:41:08,,,no connection,,
10:41:10,,,,no connection,
10:41:10,,,,no connection,
10:41:12,,,,,no connection
10:41:18,,,,,no connection
10:41:20,no connection,,,,
10:41:20,no connection,,,,
10:41:22,,no connection,,,
10:41:23,,no connection,,,
10:41:25,,,no connection,,
10:41:26,,,no connection,,
10:41:28,,,,no connection,
10:41:28,,,,no connection,
10:41:30,,,,,no connection
10:41:36,,,,,no connection
10:41:38,no connection,,,,
10:41:38,no connection,,,,
10:41:40,,no connection,,,
10:41:41,,no connection,,,
10:41:43,,,no connection,,
10:41:43,,,no connection,,
10:41:45,,,,no connection,
10:41:46,,,,no connection,
10:41:48,,,,,no connection
10:41:53,,,,,no connection
10:41:55,no connection,,,,
10:41:56,no connection,,,,
10:41:58,,no connection,,,
10:41:59,,no connection,,,
10:42:01,,,no connection,,
10:42:01,,,no connection,,
10:42:03,,,,no connection,
10:42:04,,,,no connection,
10:42:06,,,,,no connection
10:42:11,,,,,no connection
10:42:13,no connection,,,,
10:42:14,no connection,,,,
10:42:16,,no connection,,,
10:42:16,,no connection,,,
10:42:18,,,no connection,,
10:42:19,,,no connection,,
10:42:21,,,,no connection,
10:42:22,,,,no connection,
10:42:24,,,,,no connection
10:42:29,,,,,no connection
10:42:31,no connection,,,,
10:42:32,no connection,,,,
10:42:34,,no connection,,,
10:42:34,,no connection,,,
10:42:36,,,no connection,,
10:42:37,,,no connection,,
10:42:39,,,,no connection,
10:42:39,,,,no connection,
10:42:41,,,,,no connection
10:42:47,,,,,no connection
10:42:49,no connection,,,,
10:42:49,no connection,,,,
10:42:51,,no connection,,,
10:42:52,,no connection,,,
10:42:54,,,no connection,,
10:42:55,,,no connection,,
10:42:57,,,,no connection,
10:42:57,,,,no connection,
10:42:59,,,,,no connection
10:52:42,,,,,no connection
10:52:44,no connection,,,,
10:52:45,no connection,,,,
10:52:47,,no connection,,,
10:52:47,,no connection,,,
10:52:49,,,no connection,,
10:52:50,,,no connection,,
10:52:52,,,,no connection,
10:52:52,,,,no connection,
10:52:54,,,,,no connection
10:53:00,,,,,no connection
10:53:02,no connection,,,,
10:53:02,no connection,,,,
10:53:04,,no connection,,,
10:53:05,,no connection,,,
10:53:07,,,no connection,,
10:53:08,,,no connection,,
10:53:10,,,,no connection,
10:53:10,,,,no connection,
10:53:12,,,,,no connection
10:53:18,,,,,no connection
10:53:20,no connection,,,,
10:53:20,no connection,,,,
10:53:22,,no connection,,,
10:53:23,,no connection,,,
10:53:25,,,no connection,,
10:53:25,,,no connection,,
10:53:27,,,,no connection,
10:53:28,,,,no connection,
10:53:30,,,,,no connection
10:53:36,,,,,no connection
10:53:38,no connection,,,,
10:53:38,no connection,,,,
10:53:40,,no connection,,,
10:53:41,,no connection,,,
10:53:43,,,no connection,,
10:53:43,,,no connection,,
10:53:45,,,,no connection,
10:53:46,,,,no connection,
10:53:48,,,,,no connection
10:53:53,,,,,no connection
10:53:55,no connection,,,,
10:53:56,no connection,,,,
10:53:58,,no connection,,,
10:53:58,,no connection,,,
10:54:00,,,no connection,,
10:54:01,,,no connection,,
10:54:03,,,,no connection,
10:54:04,,,,no connection,
10:54:06,,,,,no connection
10:54:11,,,,,no connection
10:54:13,no connection,,,,
10:54:14,no connection,,,,
10:54:16,,no connection,,,
10:54:16,,no connection,,,
10:54:18,,,no connection,,
10:54:19,,,no connection,,
10:54:21,,,,no connection,
10:54:21,,,,no connection,
10:54:23,,,,,no connection
10:54:29,,,,,no connection
10:54:31,no connection,,,,
10:54:32,no connection,,,,
10:54:34,,no connection,,,
10:54:34,,no connection,,,
10:54:36,,,no connection,,
10:54:37,,,no connection,,
10:54:39,,,,no connection,
10:54:39,,,,no connection,
10:54:41,,,,,no connection
10:54:47,,,,,no connection
10:54:49,no connection,,,,
10:54:49,no connection,,,,
10:54:51,,no connection,,,
10:54:52,,no connection,,,
10:54:54,,,no connection,,
10:54:54,,,no connection,,
10:54:57,,,,no connection,
10:54:57,,,,no connection,
10:54:59,,,,,no connection
10:55:05,,,,,no connection
10:55:07,no connection,,,,
10:55:07,no connection,,,,
10:55:09,,no connection,,,
10:55:10,,no connection,,,
10:55:12,,,no connection,,
10:55:12,,,no connection,,
10:55:14,,,,no connection,
10:55:15,,,,no connection,
10:55:17,,,,,no connection
10:55:22,,,,,no connection
10:55:24,no connection,,,,
10:55:25,no connection,,,,
10:55:27,,no connection,,,
10:55:28,,no connection,,,
10:55:30,,,no connection,,
10:55:30,,,no connection,,
10:55:32,,,,no connection,
10:55:33,,,,no connection,
10:55:35,,,,,no connection
10:55:40,,,,,no connection
10:55:42,no connection,,,,
10:55:43,no connection,,,,
10:55:45,,no connection,,,
10:55:45,,no connection,,,
10:55:47,,,no connection,,
10:55:48,,,no connection,,
10:55:50,,,,no connection,
10:55:50,,,,no connection,
